,assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
432,2,8,470,100.0,100.0,4,167075,0,0,0,0,105.4,0,0,2,5.0,2.5,2,Wesley,3.0,40,0,81.0,525,False,570.8,0,0,0,0,2250,,2018-01-13T15:01:17Z,50,0,0,0,167075.jpg,2.5,0,0,Hoedt,0.1,False,6.0,a,14,20,134.0,62,13993,514,9950,126,0.6,12.4,Hoedt,6
433,0,0,-1,,,0,220598,0,0,0,0,1.3,0,0,4,-1.0,-0.5,0,Michael,0.0,0,0,0.3,603,False,0.0,0,0,0,0,8,,,45,0,0,0,220598.jpg,1.0,0,0,Obafemi,0.7,False,61.0,a,14,20,4.0,1,85972,570,48096,1015,0.0,0.2,Obafemi,0
434,1,0,40,,,1,98914,-1,1,-6,6,64.2,0,0,4,-1.0,-0.5,0,Guido,0.0,8,0,29.4,607,False,50.2,0,0,0,0,449,,,59,0,0,0,98914.jpg,2.1,0,0,Carrillo,0.0,False,9.0,a,14,20,179.0,15,15627,23,13623,97,0.0,2.5,Carrillo,0
435,0,5,522,100.0,100.0,7,103192,0,0,-1,1,91.1,0,0,2,2.0,1.0,6,Kurt,2.5,47,1,108.3,99,False,764.4,0,0,0,0,2707,,2018-04-07T13:01:18Z,54,0,0,0,103192.jpg,2.6,0,0,Zouma,2.0,False,6.0,a,15,110,225.0,84,108025,398,172222,657,0.5,15.6,Zouma,1
436,0,13,647,100.0,100.0,6,105666,0,0,0,0,10.0,2,0,1,3.3,2.3,6,Jack,3.8,58,0,94.6,328,False,934.2,0,0,0,0,2970,,2018-02-03T14:01:20Z,50,1,0,0,105666.jpg,3.5,0,136,Butland,2.6,False,1.0,a,15,110,0.0,116,160091,500,182921,1548,0.8,23.2,Butland,0
437,0,0,44,100.0,100.0,0,6744,0,0,-3,3,0.0,0,0,1,-0.5,-1.5,0,Lee,0.0,7,0,6.3,329,False,64.2,0,0,0,0,270,,2018-04-16T19:01:19Z,42,0,0,0,6744.jpg,1.7,0,8,Grant,0.2,False,33.0,a,15,110,0.0,5,9984,22,29684,50,0.0,1.2,Grant,0
438,1,2,332,100.0,100.0,5,37869,0,0,-2,2,26.1,0,0,2,2.3,1.3,6,Ryan,2.8,37,1,90.3,330,False,609.4,0,0,0,0,2191,,2018-02-24T12:31:19Z,48,1,0,0,37869.jpg,2.6,0,0,Shawcross,0.8,False,17.0,a,15,110,266.0,64,55742,234,102518,351,0.6,13.3,Shawcross,2
439,0,0,220,100.0,100.0,2,50089,0,0,-2,2,77.2,0,0,2,-0.2,-1.2,0,Geoff,0.3,30,0,39.0,331,False,265.4,0,0,0,0,1522,,2018-04-01T12:31:19Z,43,0,0,0,50089.jpg,1.6,0,0,Cameron,0.2,False,20.0,a,15,110,46.0,33,31629,19,43413,135,0.1,7.7,Cameron,2
440,1,1,427,100.0,100.0,7,39487,0,0,-3,3,237.0,0,0,2,2.0,1.0,7,Erik,2.5,47,0,76.5,332,False,488.4,0,0,0,0,2537,,2018-01-20T14:01:19Z,47,0,0,0,39487.jpg,2.4,0,0,Pieters,0.4,False,3.0,a,15,110,39.0,69,29503,247,61413,354,0.5,14.7,Pieters,4
441,0,0,0,0.0,0.0,0,61595,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Marc,0.0,0,0,0.0,333,False,0.0,0,0,0,0,0,Joined Spanish side Girona in season-long loan deal,2017-08-11T16:01:15Z,45,0,0,0,61595.jpg,0.0,0,0,Muniesa,0.0,False,5.0,u,15,110,0.0,0,101,3,4610,4,0.0,0.0,Muniesa,0
442,0,0,62,75.0,50.0,0,9047,0,0,-4,4,52.2,0,0,2,-0.2,-0.6,0,Glen,0.3,13,0,16.6,335,False,73.0,0,0,0,0,470,Groin Injury - 75% chance of playing,2018-04-26T13:31:17Z,41,0,0,0,9047.jpg,0.5,0,0,Johnson,0.3,False,8.0,d,15,110,41.0,4,12113,11,36650,267,0.1,1.0,Johnson,2
443,0,0,18,0.0,0.0,0,221267,0,0,-1,1,4.9,0,0,2,0.0,0.0,0,Josh,0.0,9,0,2.5,336,False,20.4,0,0,0,0,162,Season-long loan to MK Dons,2018-01-30T12:01:18Z,44,0,0,0,221267.jpg,0.0,0,0,Tymon,0.0,False,12.0,u,15,110,0.0,0,738,2,1411,4,0.0,0.0,Tymon,0
444,6,12,519,100.0,100.0,6,40555,0,0,-4,4,510.5,2,0,3,1.8,0.8,3,Joe,2.3,53,2,151.9,337,False,681.6,0,0,0,0,3042,,2017-10-21T13:01:15Z,51,0,0,0,40555.jpg,3.1,0,0,Allen,1.7,False,4.0,a,15,110,328.0,106,131787,406,256669,1496,0.5,20.8,Allen,8
445,0,0,57,100.0,100.0,2,20208,0,0,-3,3,114.4,0,0,3,-0.5,-1.5,0,Charlie,0.0,9,0,27.1,338,False,73.2,0,0,0,0,405,,2018-03-17T16:31:18Z,47,0,1,0,20208.jpg,0.9,1,0,Adam,0.1,False,16.0,a,15,110,84.0,10,3583,10,7995,7,0.0,2.1,Adam,2
446,0,0,0,0.0,0.0,0,12150,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Glenn,0.0,0,0,0.0,339,False,0.0,0,0,0,0,0,Transferred to Aston Villa,2017-07-22T08:39:16Z,45,0,0,0,12150.jpg,0.0,0,0,Whelan,0.0,False,6.0,u,15,110,0.0,0,145,5,862,2,0.0,0.0,Whelan,0
447,0,0,29,100.0,100.0,0,19568,0,0,-2,2,5.5,0,0,3,-0.5,-1.5,0,Ibrahim,0.0,9,0,1.8,341,False,12.6,0,0,0,0,162,,2017-09-23T13:01:15Z,48,0,0,0,19568.jpg,1.0,0,0,Afellay,0.0,False,14.0,a,15,110,0.0,6,1402,4,1888,9,0.0,1.3,Afellay,1
448,8,17,516,100.0,100.0,6,68312,0,0,2,-2,1084.8,1,0,3,3.5,2.5,3,Xherdan,4.0,55,7,237.6,342,False,640.8,0,0,0,0,2859,,2018-03-17T15:01:18Z,62,0,0,0,68312.jpg,4.2,0,0,Shaqiri,8.8,False,22.0,a,15,110,644.0,144,1561607,4584,1334713,26763,0.6,23.2,Shaqiri,4
449,0,0,0,0.0,0.0,0,102738,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Giannelli,0.0,0,0,0.0,343,False,0.0,0,0,0,0,0,Joined Toulouse on loan for the season,2017-08-31T13:31:14Z,45,0,0,0,102738.jpg,0.0,0,0,Imbula,0.1,False,21.0,u,15,110,0.0,0,979,3,8463,8,0.0,0.0,Imbula,0
450,0,0,5,0.0,0.0,0,40276,0,0,0,0,13.3,0,0,3,0.0,0.0,0,Bojan,0.0,1,0,1.9,344,False,0.0,0,0,0,0,71,Joined Alaves on loan until the end of the season,2017-08-31T19:31:13Z,55,0,0,0,40276.jpg,2.0,0,0,Krkic Perez,0.0,False,27.0,u,15,110,6.0,2,1886,2,6609,2,0.0,0.4,Bojan,0
451,1,2,221,,,2,205102,0,0,-5,5,237.6,0,0,3,1.0,0.0,1,Ramadan,1.5,28,2,66.9,345,False,231.6,0,0,0,0,1204,,,45,0,0,0,205102.jpg,2.2,0,0,Sobhi,0.5,False,32.0,a,15,110,200.0,50,41208,128,69896,201,0.3,11.1,Sobhi,2
452,1,3,322,100.0,100.0,4,14295,0,0,-3,3,334.3,1,0,3,-0.2,-1.2,1,Darren,0.3,48,1,73.9,346,False,334.4,0,0,0,0,2135,,2018-02-10T14:01:19Z,47,0,0,0,14295.jpg,2.5,0,0,Fletcher,0.4,False,24.0,a,15,110,70.0,65,29287,17,59394,100,0.1,13.8,Fletcher,0
453,2,6,198,100.0,100.0,1,3773,0,0,-2,2,301.6,0,0,4,2.0,1.0,1,Peter,2.5,26,4,92.2,347,False,259.0,0,0,0,0,1395,,2018-02-09T23:01:19Z,48,0,0,0,3773.jpg,2.3,0,0,Crouch,2.3,False,25.0,a,15,110,363.0,66,377463,3561,396545,2152,0.5,13.8,Crouch,3
454,3,8,336,100.0,100.0,8,61858,0,0,-3,3,282.2,0,0,4,3.5,2.5,1,Mame Biram,4.0,46,6,154.2,348,False,461.8,0,0,0,0,2412,,2018-04-07T13:01:19Z,52,0,0,0,61858.jpg,2.9,0,0,Diouf,1.9,False,18.0,a,15,110,801.0,95,669426,2995,620970,1844,0.8,18.3,Diouf,6
455,1,0,42,,,2,91972,0,0,-5,5,51.8,0,0,4,-0.5,-1.5,0,Saido,0.0,13,0,23.7,349,False,40.4,0,0,0,0,483,,,55,0,1,0,91972.jpg,1.3,0,0,Berahino,0.3,False,9.0,a,15,110,149.0,20,15490,29,35881,39,0.0,3.6,Berahino,0
456,0,1,196,100.0,100.0,1,97485,0,0,-5,5,38.8,0,0,2,-0.5,-1.5,0,Kevin,0.0,32,0,36.5,383,False,297.0,0,0,0,0,1321,,2018-03-08T17:31:17Z,40,0,0,0,97485.jpg,1.1,0,0,Wimmer,0.3,False,5.0,a,15,110,28.0,19,56340,197,58877,238,0.0,4.8,Wimmer,5
457,5,9,341,0.0,0.0,5,42564,0,0,-2,2,327.5,2,0,3,0.0,0.0,0,Eric Maxim,0.0,45,5,168.1,497,False,505.6,0,0,0,0,2241,Knock - Unknown return date,2018-03-17T17:31:18Z,53,0,0,0,42564.jpg,3.6,0,0,Choupo-Moting,2.0,False,10.0,i,15,110,851.0,107,847070,13,801842,1626,0.0,20.2,Choupo-Moting,3
458,1,2,93,100.0,100.0,1,93127,0,0,-6,6,127.7,1,0,3,-0.5,-1.5,0,Jesé,0.0,17,1,40.8,512,False,110.4,0,0,0,0,609,,2017-12-07T16:31:15Z,54,0,0,0,93127.jpg,2.4,0,0,Rodríguez Ruiz,2.0,False,11.0,a,15,110,171.0,31,579534,21,590040,101,0.0,5.7,Jesé,0
459,0,0,171,0.0,100.0,1,85352,0,0,-1,1,48.3,0,0,2,0.0,-0.5,1,Bruno,1.0,28,0,35.1,513,False,241.8,0,0,0,0,1242,Groin Injury - Expected back 12 May,2018-04-28T14:31:18Z,49,0,0,0,85352.jpg,1.2,0,0,Martins Indi,0.0,False,15.0,i,15,110,60.0,20,3293,5,3414,58,0.2,4.1,Martins Indi,3
460,0,0,0,0.0,0.0,0,194190,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Harry,0.0,0,0,0.0,550,False,0.0,0,0,0,0,0,Season-long loan to  Ross County,2018-01-26T10:42:07Z,40,0,0,0,194190.jpg,0.0,0,0,Souttar,0.1,False,36.0,u,15,110,0.0,0,10504,3,8322,19,0.0,0.0,Souttar,0
461,0,0,81,100.0,100.0,0,209212,0,0,0,0,23.0,0,0,2,-0.5,-1.5,0,Thomas,0.0,15,0,12.7,556,False,93.4,0,0,0,0,481,,2017-10-16T18:01:15Z,40,0,0,0,209212.jpg,1.0,0,0,Edwards,0.3,False,42.0,a,15,110,10.0,6,48967,60,30295,434,0.0,1.5,Edwards,0
462,0,0,4,0.0,0.0,0,200455,0,0,0,0,1.8,0,0,4,0.0,0.0,0,Julien,0.0,2,0,0.3,562,False,1.0,0,0,0,0,19,Season-long loan to Walsall,2018-02-01T10:36:12Z,45,0,0,0,200455.jpg,1.0,0,0,Ngoy,0.3,False,28.0,u,15,110,0.0,1,76006,18,57665,180,0.0,0.2,Ngoy,0
463,0,0,0,,,0,112316,0,0,0,0,0.0,0,0,1,-0.5,-1.5,0,Jakob,0.0,0,0,0.0,569,False,0.0,0,0,0,0,0,,,40,0,0,0,112316.jpg,0.0,0,0,Haugaard,0.1,False,29.0,a,15,110,0.0,0,5991,24,3050,39,0.0,0.0,Haugaard,0
464,0,0,9,100.0,100.0,0,20481,0,0,0,0,17.3,0,0,3,0.0,-1.0,0,Stephen,0.5,4,0,3.6,590,False,8.0,0,0,0,0,114,,2018-04-01T12:31:19Z,45,0,0,0,20481.jpg,1.0,0,0,Ireland,0.0,False,7.0,a,15,110,11.0,3,2288,11,2018,11,0.1,0.7,Ireland,1
465,0,1,190,,,5,102366,0,0,0,0,168.5,0,0,2,3.5,2.5,6,Moritz,4.0,15,0,39.5,594,False,166.0,0,0,0,0,1127,,,45,0,0,0,102366.jpg,3.1,0,0,Bauer,0.4,False,2.0,a,15,110,59.0,40,64223,394,38083,1019,0.9,8.9,Bauer,2
466,0,0,38,0.0,0.0,0,93001,0,0,-2,2,23.8,0,0,2,0.0,0.0,0,Konstantinos,0.0,6,0,11.0,599,False,68.2,0,0,0,0,334,Rib Injury - Unknown return date,2018-04-01T12:31:19Z,43,0,0,0,93001.jpg,1.2,0,0,Stafylidis,0.0,False,21.0,i,15,110,18.0,6,996,4,799,19,0.0,1.4,Stafylidis,0
467,1,3,127,,,2,163463,0,0,-5,5,112.1,0,0,3,3.0,2.0,3,Papa Alioune,3.5,14,1,46.1,619,False,231.4,0,0,0,0,958,,,50,0,0,0,163463.jpg,2.8,0,0,Ndiaye,0.0,False,27.0,a,15,110,116.0,31,2587,39,1586,58,0.7,6.2,Badou Ndiaye,4
468,0,0,6,,,0,200884,0,0,0,0,2.3,0,0,4,0.0,-1.0,0,Tyrese,0.5,1,0,4.1,628,False,10.8,0,0,0,0,62,,,45,0,0,0,200884.jpg,1.0,0,0,Campbell,0.5,False,40.0,a,15,110,28.0,3,41085,1204,17972,1078,0.1,0.7,Campbell,0
469,0,0,0,,,0,226029,0,0,0,0,0.0,0,0,3,-0.5,-1.5,0,Lasse,0.0,0,0,0.0,637,False,0.0,0,0,0,0,0,,,45,0,0,0,226029.jpg,0.0,0,0,Sorenson,0.0,False,55.0,a,15,110,0.0,0,127,23,84,22,0.0,0.0,Sorenson,0
470,1,1,181,100.0,100.0,1,13152,0,0,-3,3,71.7,0,0,3,4.1,1.3,1,Andy,1.8,23,2,40.2,201,False,178.2,0,0,0,0,1091,,2018-02-01T10:31:19Z,42,0,0,0,13152.jpg,2.3,0,0,King,3.5,False,24.0,a,16,80,151.0,43,539577,3607,401311,2723,0.4,10.2,King,1
471,0,12,701,,,9,37096,0,0,2,-2,10.0,2,0,1,8.5,3.5,2,Lukasz,4.0,52,0,96.7,350,False,956.6,0,0,0,0,3150,,,47,0,0,2,37096.jpg,4.0,0,123,Fabianski,9.6,False,1.0,a,16,80,0.0,141,732589,29964,461376,2872,0.9,30.0,Fabianski,0
472,0,0,0,,,0,61760,0,0,-1,1,0.0,0,0,1,0.5,-0.5,0,Kristoffer,0.0,0,0,0.0,351,False,0.0,0,0,0,0,0,,,39,0,0,0,61760.jpg,0.0,0,0,Nordfeldt,1.5,False,13.0,a,16,80,0.0,0,58134,3109,40702,1420,0.0,0.0,Nordfeldt,0
473,2,11,547,100.0,100.0,9,49539,0,0,1,-1,250.9,3,0,2,2.5,0.5,2,Kyle,1.0,49,0,104.6,352,False,654.2,0,0,0,0,2956,,2017-12-31T19:31:17Z,46,1,0,0,49539.jpg,3.0,0,0,Naughton,6.0,False,26.0,a,16,80,137.0,99,803869,25156,612301,3492,0.2,21.5,Naughton,1
474,0,0,12,100.0,100.0,0,42996,0,0,-1,1,1.6,0,0,2,0.5,-0.5,0,Angel,0.0,1,0,1.5,353,False,13.8,0,0,0,0,64,,2018-02-05T15:31:26Z,39,0,0,0,42996.jpg,1.0,0,0,Rangel,7.4,False,22.0,a,16,80,0.0,3,294054,1489,788974,2531,0.0,0.8,Rangel,0
475,1,10,471,100.0,75.0,7,57145,0,0,0,0,53.6,2,0,2,2.5,0.4,0,Federico,1.0,42,1,92.1,354,False,701.0,0,0,0,0,2496,,2018-04-22T20:01:18Z,45,1,0,0,57145.jpg,2.9,0,0,Fernández,3.2,False,33.0,a,16,80,165.0,82,385169,494,303105,7961,0.2,18.2,Fernández,4
476,0,0,0,0.0,0.0,0,96306,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Stephen,0.0,0,0,0.0,355,False,0.0,0,0,0,0,0,Joined Hull City on 24/8,2017-08-24T12:31:13Z,45,0,0,0,96306.jpg,0.0,0,0,Kingsley,0.0,False,35.0,u,16,80,0.0,0,230,2,5954,1,0.0,0.0,Kingsley,0
477,0,4,375,100.0,100.0,8,97615,0,0,-1,1,51.2,1,0,2,2.1,0.3,2,Mike,0.8,24,1,60.4,356,False,437.2,0,0,0,0,1783,,2018-04-14T13:01:19Z,44,0,0,0,97615.jpg,3.3,0,0,van der Hoorn,1.2,False,5.0,a,16,80,115.0,73,114853,6698,59313,907,0.2,16.6,van der Hoorn,2
478,1,7,616,100.0,100.0,9,149266,0,0,1,-1,78.8,1,0,2,3.5,1.0,2,Alfie,1.5,52,2,112.0,357,False,793.0,0,0,0,0,3150,,2018-02-17T13:01:19Z,51,0,0,0,149266.jpg,3.1,0,0,Mawson,3.8,False,6.0,a,16,80,244.0,108,361318,16317,212809,3253,0.3,21.2,Mawson,2
479,1,0,426,100.0,100.0,9,28654,0,0,0,0,266.2,0,0,2,3.1,0.8,2,Martin,1.3,47,0,70.4,358,False,314.6,0,0,0,0,2908,,2017-10-24T20:01:14Z,50,0,0,0,28654.jpg,2.5,0,0,Olsson,0.3,False,16.0,a,16,80,122.0,81,24199,768,28256,121,0.3,16.2,Olsson,6
480,0,0,51,100.0,100.0,1,11829,0,0,-4,4,83.6,0,0,3,1.1,-0.2,1,Wayne,0.3,9,0,18.4,360,False,50.0,0,0,0,0,364,,2017-12-11T14:31:14Z,51,0,0,0,11829.jpg,1.1,0,0,Routledge,0.1,False,15.0,a,16,80,53.0,16,1595,13,5393,8,0.1,3.1,Routledge,1
481,0,0,25,100.0,100.0,3,15114,0,0,-1,1,5.0,0,0,3,0.5,-0.5,0,Leon,0.0,1,0,1.6,361,False,11.8,0,0,0,0,269,,2018-03-08T17:31:17Z,44,0,0,0,15114.jpg,2.3,0,0,Britton,0.1,False,7.0,a,16,80,0.0,9,4222,8,8927,11,0.0,2.0,Britton,1
482,0,0,1,0.0,0.0,0,96305,0,0,-2,2,0.1,0,0,3,0.0,0.0,0,Jay,0.0,0,0,0.0,362,False,0.2,0,0,0,0,17,Season-long loan to Wigan,2018-01-26T10:41:21Z,43,0,0,0,96305.jpg,0.5,0,0,Fulton,0.0,False,56.0,u,16,80,0.0,1,3727,5,4356,9,0.0,0.2,Fulton,1
483,2,9,316,100.0,100.0,5,76542,0,0,-3,3,293.1,1,0,3,4.1,1.3,2,Sung-yueng,1.8,27,2,72.4,363,False,290.4,0,0,0,0,1698,,2017-12-19T00:01:16Z,47,0,0,0,76542.jpg,3.0,0,0,Ki,1.0,False,4.0,a,16,80,141.0,70,124375,1510,72756,1624,0.4,14.9,Ki Sung-yueng,1
484,0,0,0,0.0,0.0,0,49195,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Jefferson,0.0,0,0,0.0,364,False,0.0,0,0,0,0,0,Joined Getafe in season-long loan deal,2017-08-25T16:01:13Z,49,0,0,0,49195.jpg,0.0,0,0,Montero,0.0,False,20.0,u,16,80,0.0,0,254,1,3041,1,0.0,0.0,Montero,0
485,1,0,201,0.0,0.0,4,49277,0,0,-3,3,180.0,0,0,3,0.0,0.0,0,Leroy,0.0,26,1,56.0,365,False,240.6,0,0,0,0,1394,Achilles injury - Unknown return date,2018-02-03T17:31:20Z,52,0,0,0,49277.jpg,2.0,0,0,Fer,0.2,False,8.0,i,16,80,139.0,41,17282,2,40056,18,0.0,7.9,Fer,5
486,1,0,130,100.0,100.0,3,21083,0,0,-1,1,169.4,0,0,3,2.1,0.3,1,Nathan,0.8,18,0,34.6,366,False,88.6,0,0,0,0,1175,,2017-07-12T10:31:11Z,44,0,0,0,21083.jpg,1.7,0,0,Dyer,0.2,False,12.0,a,16,80,90.0,38,28112,78,20814,214,0.2,8.6,Dyer,2
487,4,6,397,,,7,93464,0,0,-2,2,659.6,0,0,3,7.1,2.8,1,Tom,3.3,36,0,123.9,367,False,413.0,0,0,0,0,2374,,,43,0,0,0,93464.jpg,2.4,0,0,Carroll,4.5,False,14.0,a,16,80,166.0,80,610205,7475,672123,2936,0.8,18.6,Carroll,3
488,0,0,0,0.0,0.0,0,111787,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Modou,0.0,0,0,0.0,368,False,0.0,0,0,0,0,0,Transferred to Reading,2017-08-05T09:07:57Z,50,0,0,0,111787.jpg,0.0,0,0,Barrow,0.0,False,17.0,u,16,80,0.0,0,57,2,274,1,0.0,0.0,Barrow,0
489,0,3,90,100.0,75.0,1,57586,0,0,-3,3,148.3,1,0,3,1.1,-0.2,0,Luciano,0.3,15,1,40.7,369,False,106.4,0,0,0,0,587,,2018-04-16T22:01:17Z,47,0,0,0,57586.jpg,1.8,0,0,Narsingh,0.0,False,11.0,a,16,80,153.0,28,2958,2,4917,15,0.1,6.0,Narsingh,0
490,0,0,125,0.0,0.0,2,106899,0,0,-3,3,85.7,0,0,3,0.0,0.0,0,Roque,0.0,16,0,20.9,370,False,89.0,0,0,0,0,753,Season-long loan to Sevilla,2018-01-31T09:33:04Z,42,0,0,0,106899.jpg,1.6,0,0,Mesa,0.4,False,51.0,u,16,80,34.0,18,59646,18,69569,135,0.0,4.3,Mesa,3
491,1,0,45,0.0,0.0,0,169432,0,0,1,-1,30.4,0,0,4,0.0,0.0,0,Oliver,0.0,5,0,17.4,372,False,38.4,0,0,0,0,267,Season-long loan to Barnsley,2018-02-01T10:31:19Z,46,0,0,0,169432.jpg,1.5,0,0,McBurnie,1.8,False,62.0,u,16,80,105.0,16,255145,4,275642,1041,0.0,3.5,McBurnie,0
492,2,12,367,100.0,100.0,7,80146,0,0,3,-3,330.1,0,0,4,6.1,2.3,2,Jordan,2.8,45,7,165.2,373,False,545.0,0,0,0,0,2580,,2018-03-10T16:31:18Z,53,0,0,0,80146.jpg,3.1,1,0,Ayew,7.6,False,18.0,a,16,80,775.0,102,1399558,61311,1129452,3394,0.5,19.2,Jordan Ayew,2
493,3,11,235,100.0,0.0,4,173879,0,0,-1,1,171.2,1,0,4,6.1,0.0,0,Tammy,2.8,30,5,107.5,374,False,265.6,0,0,0,0,1623,,2018-04-24T12:31:17Z,54,0,0,0,173879.jpg,3.0,0,0,Abraham,3.4,False,10.0,a,16,80,642.0,83,1327548,1527,1344850,1572,0.5,15.4,Abraham,0
494,4,2,213,100.0,100.0,3,45124,0,0,-2,2,202.1,0,0,3,4.1,1.3,1,André,1.8,38,3,77.5,449,False,259.2,0,0,0,0,1564,,2018-01-19T14:31:18Z,68,0,1,0,45124.jpg,2.5,0,0,Ayew,1.0,False,19.0,a,16,80,318.0,68,57905,1013,106407,213,0.3,10.0,André Ayew,5
495,0,0,29,0.0,75.0,0,59940,0,0,-2,2,21.2,0,0,2,0.0,-0.2,0,Kyle,0.3,4,0,11.2,485,False,75.0,0,0,0,0,233,Knee injury - Expected back 10 Apr,2018-04-26T23:01:16Z,43,0,0,0,59940.jpg,1.0,0,0,Bartley,0.1,False,27.0,i,16,80,16.0,5,1439,3,5864,26,0.1,1.2,Bartley,2
496,1,4,295,100.0,100.0,5,74033,0,0,-3,3,240.1,1,0,3,4.5,1.5,2,Sam,2.0,29,3,74.4,519,False,342.0,0,0,0,0,1927,,2018-04-22T14:31:17Z,47,0,0,0,74033.jpg,2.7,0,0,Clucas,0.4,False,17.0,a,16,80,165.0,72,69336,864,50401,400,0.4,15.3,Clucas,2
497,0,0,83,100.0,0.0,2,171319,0,0,-7,7,135.0,0,0,3,0.5,0.0,0,Renato,0.0,10,0,27.0,535,False,71.8,0,0,0,0,699,,2018-04-28T16:01:19Z,43,0,0,0,171319.jpg,1.7,0,0,Sanches,0.3,False,35.0,a,16,80,64.0,20,170635,16,169235,69,0.0,4.7,Sanches,1
498,1,3,103,0.0,0.0,2,57001,0,0,-4,4,70.6,0,0,4,0.0,0.0,0,Wilfried,0.0,8,2,39.3,542,False,119.0,0,0,0,0,701,Ankle injury - Unknown return date,2018-02-03T19:01:21Z,56,0,0,0,57001.jpg,2.2,0,0,Bony,0.1,False,2.0,i,16,80,211.0,33,87853,26,88383,47,0.0,5.9,Bony,2
499,0,0,0,0.0,0.0,0,214225,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Joe,0.0,0,0,0.0,561,False,0.0,0,0,0,0,0,Season-long loan to Cheltenham,2018-01-31T09:33:58Z,40,0,0,0,214225.jpg,0.0,0,0,Rodon,0.0,False,61.0,u,16,80,0.0,0,5518,9,4179,19,0.0,0.0,Rodon,0
500,0,0,0,,,0,40346,0,0,0,0,0.0,0,0,1,0.5,-0.5,0,Erwin,0.0,0,0,0.0,576,False,0.0,0,0,0,0,0,,,40,0,0,0,40346.jpg,0.0,0,0,Mulder,0.1,False,25.0,a,16,80,0.0,0,6386,30,3223,44,0.0,0.0,Mulder,0
501,0,0,13,,,0,192290,0,0,0,0,5.5,0,0,2,1.5,0.0,2,Connor,0.5,2,0,1.2,598,False,5.0,0,0,0,0,87,,,40,0,0,0,192290.jpg,1.5,0,0,Roberts,0.2,False,52.0,a,16,80,2.0,3,15451,2124,7171,309,0.1,0.8,Roberts,0
502,0,2,67,100.0,100.0,1,19760,0,0,-2,2,66.2,0,0,4,3.1,1.8,0,Fernando,0.3,1,1,20.5,371,False,57.2,0,0,0,0,219,,2017-09-09T13:01:15Z,73,0,0,0,19760.jpg,1.4,0,0,Llorente,0.2,False,18.0,a,17,6,82.0,21,25126,83,28930,82,0.0,2.9,Llorente,1
503,0,5,633,100.0,100.0,14,37915,0,0,-1,1,0.1,0,0,1,11.1,5.8,9,Hugo,4.3,30,0,63.5,375,False,638.0,0,0,0,0,2970,,2018-01-19T13:01:18Z,54,0,0,0,37915.jpg,4.0,0,77,Lloris,9.0,False,1.0,a,17,6,0.0,133,390531,15578,600991,2034,0.8,24.6,Lloris,1
504,0,0,17,100.0,100.0,0,39215,0,0,-2,2,0.0,0,0,1,2.5,1.5,0,Michel,0.0,1,0,1.9,376,False,19.0,0,0,0,0,90,,2017-11-18T12:31:16Z,48,0,0,0,39215.jpg,3.0,0,4,Vorm,0.1,False,13.0,a,17,6,0.0,3,7888,15,9714,8,0.0,0.6,Vorm,0
505,0,3,218,100.0,100.0,5,55605,0,0,-2,2,54.4,0,0,2,3.5,2.0,0,Toby,0.5,8,0,30.7,377,False,214.8,0,0,0,0,990,,2018-02-23T13:31:18Z,58,0,0,0,55605.jpg,3.6,0,0,Alderweireld,5.0,False,4.0,a,17,6,37.0,40,168946,316,659228,383,0.1,6.9,Alderweireld,3
506,1,0,107,75.0,75.0,2,38290,0,0,-1,1,110.0,0,0,2,3.4,1.9,0,Danny,1.0,9,0,28.6,378,False,100.4,0,0,0,0,618,Calf injury - 75% chance of playing,2018-04-12T12:31:17Z,64,0,0,0,38290.jpg,2.7,0,0,Rose,0.3,False,3.0,d,17,6,75.0,19,23326,11,37808,93,0.2,3.0,Rose,3
507,1,10,725,100.0,100.0,14,39194,0,0,0,0,197.0,0,0,2,8.1,4.3,6,Jan,2.8,31,0,114.1,380,False,723.4,0,0,0,0,3029,,2018-03-03T14:31:17Z,60,0,0,0,39194.jpg,3.6,0,0,Vertonghen,9.6,False,5.0,a,17,6,217.0,123,733698,22000,674752,2558,0.5,20.5,Vertonghen,4
