FirstName,Surname,PositionsList,Team,Cost,PointsLastRound,TotalPoints,AveragePoints,AveragePointsPerDollar,TotalPointsPerDollar,GameweekWeighting,TransfersOut,YellowCards,GoalsConceded,GoalsConcededPoints,Saves,SavesPoints,GoalsScored,GoalsScoredPoints,ValueSeason,TransfersOutRound,PriceRise,PriceFallRound,LastSeasonPoints,PriceFall,ValueForm,PenaltiesMissed,Form,Bonus,FanRating,CleanSheets,CleanSheetPoints,Assists,SelectedByPercent,TransfersIn,OwnGoals,EAIndex,PenaltiesSaved,DreamteamCount,MinutesPlayed,TransfersInRound,PriceRiseRound,RedCards,BPS,NextFixture1,NextFixture2,NextFixture3,NextFixture4,NextFixture5,GW1Forecast,GW2Forecast,GW3Forecast,GW4Forecast,GW5Forecast,GW6Forecast,GW7Forecast,GW8Forecast,GW9Forecast,GW10Forecast,GW11Forecast,GW12Forecast,GW13Forecast,GW14Forecast,GW15Forecast,GW16Forecast,GW17Forecast,GW18Forecast,GW19Forecast,GW20Forecast,GW21Forecast,GW22Forecast,GW23Forecast,GW24Forecast,GW25Forecast,GW26Forecast,GW27Forecast,GW28Forecast,GW29Forecast,GW30Forecast,GW31Forecast,GW32Forecast,GW33Forecast,GW34Forecast,GW35Forecast,GW36Forecast,GW37Forecast,GW38Forecast,ICTIndex
,Adam Smith,DEF,BOU,4500000,0,56,4.05083231285895E-27,9.00184958413099E-34,1.24444444444444E-05,0,0,6,38,0,0,0,1,0,0,0,0,0,56,0,0,0,0,3,0,2,0,3,0.3,0,0,0,0,0,2067,0,0,0,376,Cardiff City,West Ham,Everton,Chelsea,Leicester,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.5
,Adrian,GLK,WHU,4500000,0,72,5.20821297367579E-27,1.15738066081684E-33,1.6E-05,0,0,2,29,0,69,0,0,0,0,0,0,0,72,0,0,0,0,5,0,6,0,0,0.6,0,0,0,0,0,1710,0,0,0,374,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
Sergio,Aguero,FWD,MCI,11000000,0,169,4.44736842105263,4.04306220095694E-07,1.53636363636364E-05,0,0,2,12,0,0,0,21,0,0,0,0,0,169,0,0,0,0,22,0,13,0,6,11.5,0,0,0,0,0,1960,0,0,0,740,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,4.2,5.7,5.5,5.6,6.3,5.5,5.8,4,5.4,4.1,5.8,4.8,4.8,6,4.7,3.7,5.6,5.6,4.9,4.9,4.9,6.3,4.8,4.8,5.1,4.5,4.7,5.6,5.1,5.6,3.9,5.5,6.3,4.7,5,4.6,5.8,5,302.5
Nathan,Ake,DEF,BOU,5000000,0,102,2.68421052631579,5.36842105263158E-07,2.04E-05,0,0,5,59,0,0,0,2,0,0,0,0,0,102,0,0,0,0,8,0,6,0,3,5.6,0,0,0,0,0,3352,0,0,0,642,Cardiff City,West Ham,Everton,Chelsea,Leicester,3.8,2,2.8,2.4,2.4,2.1,2.8,2.6,2.9,3.3,2.6,2,2.5,1.9,2.5,2.8,3.3,3.2,2.2,2.1,3.1,2.3,2.5,3,3.3,2.2,3.8,1.9,2.5,2,2.5,1.9,2.6,2.6,3.8,2.4,2.7,2.3,133.5
Marc,Albrighton,MID,LEI,5500000,0,107,2.81578947368421,5.11961722488038E-07,1.94545454545455E-05,0,0,5,42,0,0,0,2,0,0,0,0,0,107,0,0,0,0,12,0,8,0,8,1.4,0,0,0,0,0,2533,0,0,1,458,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,1.6,4,2.4,2,2.3,3,2.1,3,2.1,2.8,3.5,2.8,2,2.8,3.5,2.1,2.6,1.8,1.6,4,2.5,3,3.5,1.5,2.2,1.6,3.1,2.6,2.2,4,2.3,2.8,2.4,2.6,2.2,2.6,1.4,2.3,160.2
Toby,Alderweireld,DEF,TOT,6000000,0,43,3.11046052594526E-27,5.18410087657544E-34,7.16666666666667E-06,0,0,3,13,0,0,0,0,0,0,0,0,0,43,0,0,0,0,3,0,5,0,0,3.7,0,0,0,0,0,1177,0,0,0,247,Newcastle,Fulham,Man Utd,Watford,Liverpool,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.8
Trent,Alexander-Arnold,DEF,LIV,5000000,0,83,6.00391217798737E-27,1.20078243559747E-33,1.66E-05,0,0,3,17,0,0,0,1,0,0,0,0,0,83,0,0,0,0,10,0,8,0,2,18.3,0,0,0,0,0,1573,0,0,0,385,West Ham,Crystal Palace,Brighton,Leicester,Tottenham,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.1
Bamidele,Alli,MID,TOT,9000000,0,175,4.60526315789474,5.11695906432749E-07,1.94444444444444E-05,0,0,7,28,0,0,0,9,0,0,0,0,0,175,0,0,0,0,12,0,16,0,13,3.7,0,0,0,0,0,2957,0,0,0,565,Newcastle,Fulham,Man Utd,Watford,Liverpool,4.5,6.5,3.7,4.7,4.4,4.4,5,6.5,4.8,3.6,5.7,5.4,4.9,4.5,6,5.3,5.7,5.2,5.7,6.5,5.7,4.6,5.7,5.7,5.4,6.2,4.8,4,5.4,5.1,6.2,3.5,5.3,5.9,2.8,5.7,4.8,6.1,258.8
Marcos,Alonso,DEF,CHE,6500000,0,165,4.34210526315789,6.68016194331984E-07,2.53846153846154E-05,0,0,6,30,0,0,0,7,0,0,0,0,0,165,0,0,0,0,15,0,13,0,2,17.3,0,0,0,0,0,2855,0,0,0,650,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,4.3,5,4.2,4.9,6.2,4.3,5.5,4.9,5.2,4.4,5.5,5.6,4.6,6.2,5.4,5,5.3,4.9,5.2,4.7,5.7,5.1,4.1,4.1,5.2,4.1,6.1,5.5,5.4,6.2,4.7,5.4,5.2,4.6,5.2,4.4,6,4,207.1
Daniel,Amartey,MID,LEI,4500000,0,13,9.40371786913684E-28,2.08971508203041E-34,2.88888888888889E-06,0,0,0,7,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0.2,0,0,0,0,0,486,0,0,1,53,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2
Ethan,Ampadu,MID,CHE,4500000,0,1,3.61681456505263E-28,8.03736570011696E-35,2.22222222222222E-07,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Florin,Andone,FWD,BHA,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Watford,Man Utd,Liverpool,Fulham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michail,Antonio,MID,WHU,7000000,0,62,4.48485006066526E-27,6.40692865809323E-34,8.85714285714286E-06,0,0,1,23,0,0,0,3,0,0,0,0,0,62,0,0,0,0,1,0,7,0,2,5.1,0,0,0,0,0,1350,0,0,0,188,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.6
Stuart,Armstrong,MID,SOU,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Burnley,Everton,Leicester,Crystal Palace,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marko,Arnautovic,FWD,WHU,7000000,0,144,3.78947368421053,5.41353383458647E-07,2.05714285714286E-05,0,0,5,50,0,0,0,11,0,0,0,0,0,144,0,0,0,0,12,0,7,0,7,23,0,0,0,0,0,2309,0,0,1,440,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,3.1,4.8,3.3,5.4,3.7,3.6,3.8,3.9,4,3.9,4.3,3.8,4,3.8,5.4,4.5,4.7,4.4,3.9,3.6,4.7,4.1,4.1,4.7,3.9,3.7,5.4,3.2,4.5,4.7,4.6,4.5,2.8,3,4.6,3.2,4.6,3.7,241.1
Harry,Arter,MID,BOU,5000000,0,27,1.95307986512842E-27,3.90615973025684E-34,5.4E-06,0,0,4,13,0,0,0,1,0,0,0,0,0,27,0,0,0,0,0,0,3,0,0,0.5,0,0,0,0,0,959,0,0,0,156,Cardiff City,West Ham,Everton,Chelsea,Leicester,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2
Christian,Atsu,MID,NEW,5500000,0,78,2.82111536074105E-26,5.12930065589283E-33,1.41818181818182E-05,0,0,1,22,0,0,0,2,0,0,0,0,0,78,0,0,0,0,5,0,6,0,4,0,0,0,0,0,0,1776,0,0,0,236,Tottenham,Cardiff City,Chelsea,Man City,Arsenal,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.9
Pierre-Emerick,Aubameyang,FWD,ARS,11000000,0,87,6.29325734319158E-27,5.72114303926507E-34,7.90909090909091E-06,0,0,0,15,0,0,0,10,0,0,0,0,0,87,0,0,1,0,12,0,4,0,4,23.8,0,0,0,0,0,1056,0,0,0,354,Man City,Chelsea,West Ham,Cardiff City,Newcastle,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1
Serge,Aurier,DEF,TOT,6000000,0,77,5.56989443018105E-27,9.28315738363509E-34,1.28333333333333E-05,0,0,1,13,0,0,0,2,0,0,0,0,0,77,0,0,0,0,9,0,6,0,2,2,0,0,0,0,0,1427,0,0,1,335,Newcastle,Fulham,Man Utd,Watford,Liverpool,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.4
Charlie,Austin,FWD,SOU,6000000,0,72,5.20821297367579E-27,8.68035495612632E-34,1.2E-05,0,0,2,15,0,0,0,7,0,0,0,0,0,72,0,0,0,0,9,0,4,0,1,2.9,0,0,0,0,0,1024,0,0,0,215,Burnley,Everton,Leicester,Crystal Palace,Brighton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.7
Floyd,Ayite,MID,FUL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Burnley,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cesar,Azpilicueta,DEF,CHE,6500000,0,175,4.60526315789474,7.08502024291498E-07,2.69230769230769E-05,0,0,1,38,0,0,0,2,0,0,0,0,0,175,0,0,0,0,25,0,15,0,6,15.8,0,1,0,0,0,3330,0,0,0,913,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,4.7,5.5,4.6,5.4,6.5,4.7,5.9,5.4,5.7,4.8,6,6,5,6.5,5.7,5.5,5.7,5.3,5.7,5.1,6.2,5.5,4.5,4.4,5.6,4.5,6.5,5.9,5.7,6.5,5.1,5.7,5.6,5,5.7,4.8,6.5,4.4,167.5
Juninho,Bacuna,MID,HUD,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Chelsea,Man City,Cardiff City,Everton,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eric,Bailly,DEF,MUN,5500000,0,55,3.97849602155789E-27,7.23362913010526E-34,1E-05,0,0,2,6,0,0,0,1,0,0,0,0,0,55,0,0,0,0,3,0,7,0,0,4.6,0,1,0,0,0,1000,0,0,0,248,Leicester,Brighton,Tottenham,Burnley,Watford,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
Leighton,Baines,DEF,EVE,5500000,0,82,2.15789473684211,3.92344497607655E-07,1.49090909090909E-05,0,0,1,34,0,0,0,2,0,0,0,0,0,82,0,0,0,0,10,0,5,0,3,2.5,0,0,0,0,0,1909,0,0,0,381,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,2.7,2.1,1.3,1.8,1.8,1.3,3.1,1.3,2,1.4,2.3,1.7,3.1,1.6,1.8,2.3,1.3,2,1.4,1.9,1.7,1.7,1.7,1.4,3.1,1.8,1.7,2.7,2,1.4,2.2,1.4,1.7,2.7,1.9,1.6,1.8,1.6,88.2
Tiemoue,Bakayoko,MID,CHE,5000000,0,77,2.02631578947368,4.05263157894737E-07,1.54E-05,0,0,3,24,0,0,0,2,0,0,0,0,0,77,0,0,0,0,5,0,11,0,2,0.3,0,0,0,0,0,2121,0,0,1,346,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,1.4,1.6,1.2,1.7,2.9,1.3,1.2,1.4,1.2,1.3,1.9,1.9,1,2.9,2.5,1,1.2,1.9,1.3,1.5,1.8,1.6,1.2,1.3,1.8,1,1.5,1.2,2.5,2.9,1.5,2.5,1.7,1,1.7,1,1.7,1.5,113.2
Fabian,Balbuena,DEF,WHU,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Liverpool,Bournemouth,Arsenal,Wolverhampton,Everton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam,Baldock,FWD,BHA,4500000,0,2,1.44672582602105E-28,3.21494628004678E-35,4.44444444444444E-07,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,30,0,0,0,4,Watford,Man Utd,Liverpool,Fulham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7
Leon,Balogun,DEF,BHA,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,Watford,Man Utd,Liverpool,Fulham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sol,Bamba,DEF,CAR,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beni,Baningime,MID,EVE,4500000,0,7,5.06354039107368E-28,1.12523119801637E-34,1.55555555555556E-06,0,0,1,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,192,0,0,0,20,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3
Phil,Bardsley,DEF,BUR,4500000,0,33,2.38709761293474E-27,5.3046613620772E-34,7.33333333333333E-06,0,0,5,13,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,4,0,0,0.2,0,0,0,0,0,1125,0,0,0,193,Southampton,Watford,Fulham,Man Utd,Wolverhampton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3
Ross,Barkley,MID,CHE,6000000,0,3,2.17008873903158E-28,3.61681456505263E-35,5E-07,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,129,0,0,0,11,Huddersfield,Arsenal,Newcastle,Bournemouth,Cardiff City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1
Ashley,Barnes,FWD,BUR,6000000,0,92,2.42105263157895,4.03508771929825E-07,1.53333333333333E-05,0,0,10,23,0,0,0,9,0,0,0,0,0,92,0,0,0,0,9,0,5,0,0,1.5,0,0,0,0,0,2150,0,0,0,290,Southampton,Watford,Fulham,Man Utd,Wolverhampton,2,2.3,3,1.9,3,2.5,3,2.4,1.5,1.8,1.9,1.9,2.3,1.9,1.9,2.5,1.5,1.6,2.3,2.3,1.9,3.4,1.8,1.4,2.4,2,2,1.9,2.3,1.5,2.4,3.4,2.1,3.4,1.3,2,1.9,2.1,145.8
Danny,Batth,DEF,WOL,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jan,Bednarek,DEF,SOU,4000000,0,22,1.59139840862316E-27,3.97849602155789E-34,5.5E-06,0,0,1,5,0,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,2,0,0,7.3,0,0,0,0,0,427,0,0,0,88,Burnley,Everton,Leicester,Crystal Palace,Brighton,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1
Asmir,Begovic,GLK,BOU,4500000,0,112,2.94736842105263,6.54970760233918E-07,2.48888888888889E-05,0,0,2,61,0,111,0,0,0,0,0,0,0,112,0,0,0,0,6,0,6,0,0,5,0,0,0,1,0,3420,0,0,0,631,Cardiff City,West Ham,Everton,Chelsea,Leicester,4.2,2.4,3.2,2.8,2.8,2.4,3.2,3,3.4,3.7,3,2.3,2.8,2.3,2.9,3.2,3.7,3.6,2.6,2.4,3.6,2.6,2.9,3.4,3.7,2.6,4.2,2.3,2.8,2.4,2.9,2.2,3,3,4.2,2.8,3.1,2.6,80.8
Hector,Bellerin,DEF,ARS,5500000,0,132,3.47368421052632,6.31578947368421E-07,2.4E-05,0,0,5,44,0,0,0,2,0,0,0,0,0,132,0,0,0,0,11,0,12,0,4,12.4,0,0,0,0,0,3050,0,0,0,656,Man City,Chelsea,West Ham,Cardiff City,Newcastle,3.6,3.6,3.7,4.3,3,4.1,4.5,4.3,3.5,3.4,4,4.9,2.9,4,3.1,3.7,3.6,3.8,3.9,3.3,4.9,3.1,4.3,4.9,2.9,3.1,4.2,3.6,3.3,3.8,4.3,3.7,3.4,3.8,4.1,2.8,4.5,3.1,160.1
Yohan,Benalouane,DEF,LEI,4000000,0,1,7.23362913010526E-29,1.80840728252632E-35,2.5E-07,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,90,0,0,0,7,Man Utd,Wolverhampton,Southampton,Liverpool,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4
Joe,Bennett,DEF,CAR,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan,Bennett,DEF,WOL,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian,Benteke,FWD,CRY,6500000,0,84,2.21052631578947,3.40080971659919E-07,1.29230769230769E-05,0,0,6,36,0,0,0,3,0,0,0,0,0,84,0,0,1,0,5,0,6,0,7,1.5,0,0,0,0,0,2234,0,0,0,174,Fulham,Liverpool,Watford,Southampton,Huddersfield,2.7,1.7,1.6,2.1,1.6,2,1.8,3.1,1.6,1.8,1.1,1.7,1.2,1.9,1.7,1.6,2.1,1.3,3.1,1.5,2.7,2,1.3,1.7,3.1,2,1.7,1.6,1.5,2.1,1.3,2.1,1.6,1.7,1.4,2,2.7,2.2,157.5
,Bernardo,DEF,BHA,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,Watford,Man Utd,Liverpool,Fulham,Southampton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Bernardo Silva,MID,MCI,7500000,0,112,8.1016646257179E-27,1.08022195009572E-33,1.49333333333333E-05,0,0,0,10,0,0,0,6,0,0,0,0,0,112,0,0,0,0,8,0,9,0,5,0.7,0,0,0,0,0,1514,0,0,0,440,Arsenal,Huddersfield,Wolverhampton,Newcastle,Fulham,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.4
Ryan,Bertrand,DEF,SOU,5000000,0,103,2.71052631578947,5.42105263157895E-07,2.06E-05,0,0,2,49,0,0,0,0,0,0,0,0,0,103,0,0,0,0,4,0,8,0,5,4.7,0,0,0,0,0,3135,0,0,0,553,Burnley,Everton,Leicester,Crystal Palace,Brighton,2.6,2.3,2.4,2.3,3.2,2.3,3.4,3,1.9,2.5,2,3.2,3.4,2.6,2.2,3.4,2.5,2.1,2.6,2.5,2.5,1.9,2.9,2.8,2.1,3.8,2,3.8,2.1,2.8,2.6,2.7,2.8,3.8,2,2.4,2.1,2.6,139.3
Marcus,Bettinelli,GLK,FUL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,Crystal Palace,Tottenham,Burnley,Brighton,Man City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philip,Billing,MID,HUD,4500000,0,22,1.59139840862316E-27,3.53644090805146E-34,4.88888888888889E-06,0,0,3,11,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0.1,0,0,0,0,0,755,0,0,0,98,Chelsea,Man City,Cardiff City,Everton,Crystal Palace,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3
Daley,Blind,DEF,MUN,5000000,0,28,0.736842105263158,1.47368421052632E-07,5.6E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,0,4,0,0,0.2,0,0,0,0,0,360,0,0,0,119,Leicester,Brighton,Tottenham,Burnley,Watford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3
Omar,Bogle,FWD,CAR,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Bournemouth,Newcastle,Huddersfield,Arsenal,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yannick,Bolasie,MID,EVE,6000000,0,35,2.53177019553684E-27,4.2196169925614E-34,5.83333333333333E-06,0,0,0,14,0,0,0,1,0,0,0,0,0,35,0,0,0,0,0,0,3,0,1,0.5,0,0,0,0,0,848,0,0,0,80,Wolverhampton,Southampton,Bournemouth,Huddersfield,West Ham,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.8
Willy,Boly,DEF,WOL,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bonatini Lohner Maia,Bonatini,FWD,WOL,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,Everton,Leicester,Man City,West Ham,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaetan,Bong,DEF,BHA,4500000,0,63,1.65789473684211,3.68421052631579E-07,1.4E-05,0,0,2,36,0,0,0,0,0,0,0,0,0,63,0,0,0,0,5,0,6,0,0,0.2,0,1,0,0,0,2237,0,0,0,369,Watford,Man Utd,Liverpool,Fulham,Southampton,1.2,1.2,1,2.4,1.1,1.3,0.9,1.2,0.9,2.4,1,2.1,1.1,0.9,1.3,0.9,1.4,0.8,1.1,1.3,0.9,1.3,0.9,2.1,1.5,1.2,1.1,0.8,1.2,1,2.4,1.4,1,1.1,2.1,1.2,0.9,1.1,52.1
Artur,Boruc,GLK,BOU,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,0,0,Cardiff City,West Ham,Everton,Chelsea,Leicester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
